epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
55,311.907,0.524,0.46537,0.97997,0.97383,0.96335,0.97864,0.90678,0.44365,0.3938,0.85994,0.000423049,0.000423049,0.000423049
56,317.403,0.51539,0.45564,0.97454,0.98509,0.95524,0.97928,0.90938,0.43522,0.4093,0.85331,0.000414049,0.000414049,0.000414049
57,322.921,0.50694,0.44348,0.96639,0.9775,0.95963,0.97987,0.91312,0.43047,0.37866,0.84912,0.00040505,0.00040505,0.00040505
58,328.383,0.48217,0.44471,0.95702,0.97878,0.97084,0.98142,0.90415,0.4409,0.37098,0.85047,0.000396051,0.000396051,0.000396051
59,333.786,0.52541,0.47558,1.00333,0.9743,0.97236,0.98006,0.90749,0.43497,0.3779,0.85365,0.000387052,0.000387052,0.000387052
60,339.352,0.5042,0.45636,0.97034,0.96573,0.96797,0.97745,0.90898,0.43449,0.37762,0.85296,0.000378053,0.000378053,0.000378053
61,344.863,0.5057,0.42533,0.96462,0.96779,0.96625,0.97737,0.90805,0.43088,0.37147,0.84928,0.000369054,0.000369054,0.000369054
62,350.461,0.48461,0.43201,0.95518,0.97503,0.95819,0.9824,0.91718,0.42523,0.37319,0.84195,0.000360055,0.000360055,0.000360055
63,356.39,0.48744,0.42922,0.96405,0.97908,0.97184,0.98446,0.93036,0.40007,0.34684,0.83202,0.000351056,0.000351056,0.000351056
64,361.895,0.49944,0.45471,0.97641,0.95781,0.95065,0.98487,0.92512,0.41143,0.4027,0.84066,0.000342057,0.000342057,0.000342057
65,367.393,0.51252,0.45459,0.9746,0.97002,0.97873,0.98394,0.91837,0.41995,0.3544,0.84774,0.000333058,0.000333058,0.000333058
66,372.917,0.47693,0.41516,0.96801,0.95327,0.9765,0.98367,0.92129,0.41713,0.36982,0.84713,0.000324058,0.000324058,0.000324058
67,378.471,0.49955,0.4272,0.97373,0.96027,0.9761,0.98188,0.92592,0.40775,0.34945,0.84667,0.000315059,0.000315059,0.000315059
68,383.992,0.48085,0.42459,0.9686,0.97682,0.96684,0.98226,0.91767,0.41465,0.34676,0.84296,0.00030606,0.00030606,0.00030606
69,389.48,0.47406,0.42806,0.95833,0.97066,0.95239,0.98167,0.91948,0.41086,0.35939,0.83933,0.000297061,0.000297061,0.000297061
70,395.014,0.49094,0.4352,0.96307,0.9846,0.96686,0.98184,0.92184,0.41187,0.33967,0.84357,0.000288062,0.000288062,0.000288062
71,400.619,0.47374,0.41879,0.96123,0.98271,0.97187,0.98294,0.91925,0.42373,0.33737,0.84494,0.000279063,0.000279063,0.000279063
72,406.102,0.47927,0.38182,0.95509,0.98149,0.96365,0.98195,0.9174,0.41747,0.34293,0.84236,0.000270064,0.000270064,0.000270064
73,411.93,0.48781,0.39954,0.96822,0.98213,0.9701,0.98037,0.9205,0.40832,0.33474,0.84257,0.000261065,0.000261065,0.000261065
74,417.479,0.4604,0.38607,0.94769,0.97613,0.96665,0.97861,0.91983,0.4041,0.3262,0.83659,0.000252066,0.000252066,0.000252066
75,422.994,0.46246,0.38894,0.94479,0.97605,0.96997,0.98008,0.91993,0.39991,0.33145,0.82941,0.000243067,0.000243067,0.000243067
76,428.798,0.45891,0.38662,0.95605,0.97826,0.96528,0.98194,0.92269,0.41152,0.33768,0.83444,0.000234068,0.000234068,0.000234068
77,434.63,0.44325,0.37971,0.94962,0.97943,0.97342,0.98229,0.92034,0.39778,0.3294,0.83108,0.000225068,0.000225068,0.000225068
78,440.267,0.4387,0.37838,0.94919,0.9741,0.97416,0.98428,0.92584,0.4091,0.33224,0.83337,0.000216069,0.000216069,0.000216069
79,445.8,0.42846,0.36504,0.94912,0.97863,0.98007,0.98304,0.92185,0.41719,0.32094,0.84253,0.00020707,0.00020707,0.00020707
80,451.361,0.4624,0.38894,0.96463,0.9748,0.97094,0.98295,0.92009,0.40195,0.32099,0.83176,0.000198071,0.000198071,0.000198071
81,456.975,0.43888,0.3726,0.94957,0.976,0.9701,0.98311,0.91992,0.40197,0.31317,0.8327,0.000189072,0.000189072,0.000189072
82,462.806,0.42708,0.37069,0.94821,0.97649,0.96938,0.98222,0.92195,0.40408,0.31979,0.83665,0.000180073,0.000180073,0.000180073
83,468.347,0.41577,0.36492,0.934,0.96721,0.9701,0.97892,0.92254,0.3985,0.32076,0.83005,0.000171074,0.000171074,0.000171074
84,473.908,0.43134,0.35555,0.94175,0.97152,0.96678,0.9777,0.91797,0.40057,0.33434,0.82892,0.000162075,0.000162075,0.000162075
85,479.364,0.42202,0.35758,0.93886,0.97402,0.96924,0.98048,0.92323,0.39648,0.33426,0.82937,0.000153076,0.000153076,0.000153076
86,484.915,0.41617,0.35306,0.93526,0.98117,0.97438,0.9811,0.91865,0.38845,0.31437,0.82713,0.000144077,0.000144077,0.000144077
87,490.422,0.42458,0.34519,0.93542,0.9846,0.97221,0.98218,0.92101,0.39374,0.31507,0.82793,0.000135077,0.000135077,0.000135077
88,495.958,0.40582,0.33385,0.93489,0.97742,0.9701,0.98129,0.92438,0.3887,0.301,0.82643,0.000126078,0.000126078,0.000126078
89,501.482,0.39625,0.33262,0.92483,0.96516,0.98053,0.98341,0.92821,0.3843,0.30293,0.82339,0.000117079,0.000117079,0.000117079
90,507.052,0.4152,0.3684,0.93975,0.96805,0.98084,0.98386,0.92423,0.38601,0.29978,0.82317,0.00010808,0.00010808,0.00010808
91,514.646,0.31882,0.31432,0.8466,0.96447,0.98072,0.983,0.92497,0.3995,0.31087,0.82702,9.9081e-05,9.9081e-05,9.9081e-05
92,520.55,0.31654,0.29087,0.83954,0.98111,0.96678,0.98254,0.92475,0.3926,0.29987,0.82834,9.00819e-05,9.00819e-05,9.00819e-05
93,526.017,0.30508,0.2819,0.83865,0.97798,0.96833,0.9829,0.92525,0.39702,0.30246,0.82877,8.10828e-05,8.10828e-05,8.10828e-05
94,531.535,0.29844,0.2726,0.83068,0.98547,0.97001,0.98387,0.92826,0.38745,0.29329,0.82388,7.20837e-05,7.20837e-05,7.20837e-05
95,537.051,0.29714,0.25899,0.83766,0.98139,0.97342,0.98505,0.92992,0.38331,0.29903,0.82288,6.30846e-05,6.30846e-05,6.30846e-05
96,542.545,0.29423,0.25554,0.83498,0.98038,0.97195,0.98446,0.92718,0.38305,0.29205,0.82379,5.40855e-05,5.40855e-05,5.40855e-05
97,548.048,0.29629,0.25422,0.84256,0.98706,0.97459,0.98445,0.92896,0.37904,0.28857,0.82195,4.50864e-05,4.50864e-05,4.50864e-05
98,553.618,0.2959,0.269,0.8266,0.98696,0.97674,0.98372,0.92708,0.3794,0.28953,0.82142,3.60873e-05,3.60873e-05,3.60873e-05
99,559.132,0.28521,0.25132,0.82053,0.98463,0.97674,0.98344,0.92676,0.37858,0.28641,0.82017,2.70882e-05,2.70882e-05,2.70882e-05
100,564.596,0.28462,0.24711,0.83327,0.9828,0.97674,0.98353,0.9277,0.37791,0.28593,0.8195,1.80891e-05,1.80891e-05,1.80891e-05
